TEMP	HUMID	SOLAR	WIND	!WBHW 
58.1	0.0069	0.9	14.39	4.3
58.3	0.0063	0.9	13.3	3.7
58.2	0.006	0.9	10.96	3.9
57.5	0.0061	0.7	10.99	3.4
56.1	0.0064	0.7	12.41	3.7
55.2	0.0066	4	14.23	3.9
55	0.0074	8.4	10.64	4
51.8	0.0045	7.2	13.09	4.2
49.9	0.0045	16	10.4	3.9
49.1	0.0052	38.5	10.97	3.8
48.8	0.0048	79	11.02	4
48.8	0.0055	69.4	9.52	4.1
49.5	0.0057	151.4	9.08	3.7
50.5	0.0064	100.4	8.65	4.1
50.9	0.0067	71.2	11.35	4
51.2	0.0064	38.7	11.14	4.1
51	0.0065	6	7.44	3.5
50.4	0.0063	1.1	6.55	4.4
49.4	0.006	1.2	6.69	4.2
48.8	0.0059	1.6	5.51	4.2
48.7	0.0058	1.6	7.96	4.1
48.3	0.0056	1.5	5.39	4.3
47.9	0.0056	1.5	5.46	4.3
48.1	0.0056	1.5	5.54	4.2
48.9	0.0057	1.4	7.01	4.5
49.8	0.0058	1.4	6.92	4.4
49.1	0.0057	1.5	5.04	4.4
47.6	0.0054	1.6	5.07	4.4
46.6	0.0053	2.1	9.15	4.5
45.6	0.0051	62.6	10.19	4.4
46.6	0.0049	215.4	13.13	4.1
50	0.003	463.1	18.03	3.7
52.8	0.003	639.7	18.98	2.9
54.9	0.0027	763.7	20.39	3.4
57.4	0.0022	811.5	21.05	3.1
58.6	0.0036	770.5	26.28	3.1
57	0.0035	536.8	24	3.1
56.8	0.0036	249	25.4	3.6
54.5	0.0028	201.5	25.3	4
52.6	0.0001	117.5	17.5	4.1
53.8	0.001	8.9	10.6	4
51	0.0019	1	10.97	4.3
50.4	0.0011	1.2	10.02	4.3
49.3	0.0004	1.4	3.23	3.5
47.8	0.0005	1.6	2.81	5
47.3	0.0007	1.5	3.59	4.5
45.1	0.003	1.5	8.26	4.4
43.9	0.0031	1.6	10.55	4.4
42.7	0.0031	1.7	10.84	4.5
42	0.0029	1.7	10.27	4.6
42.4	0.0027	1.8	10.01	4.7
42.9	0.0028	1.7	9.73	4.7
42.8	0.003	2.3	7.57	4.7
41.7	0.0032	63.1	9.22	4.6
45.8	0.0028	261.5	9.67	3.6
