TEMP	HUMID	SOLAR	WIND	!WBE
58.5	0.00367	0.7	4.23	663.17
57.3	0.00306	0.9	5.22	653.68
56.1	0.003995	0.9	5.08	627.57
55.1	0.003563	1	5.75	571.17
54.1	0.005766	1	6.97	552.96
52.8	0.005644	1.4	7.92	533.24
51.4	0.005197	1.4	7.86	514.53
49.9	0.004799	1.5	6.63	501.08
48.4	0.00426	1.6	4.16	489.85
47.6	0.003953	1.7	4.68	480.27
46.4	0.004432	1.8	7.26	490.56
45.9	0.004173	2.1	7.23	524.44
45.2	0.004126	53.3	11.82	604.58
47.4	0.0008	238.3	14.33	740.47
51.2	0.003779	444	13.31	821.06
55.6	0.004067	622.7	12.43	845.95
58.9	0.0002	730	9.41	842.6
61.5	0.00318	755.4	10.64	841.15
63.5	0.002614	785.2	8.14	844.3
65	0.004367	628	9.22	832.23
66.2	0.004428	539.2	8.58	841.74
67.1	0.006679	346.9	10.45	813.13
66.7	0.00824	131.7	7.99	715.87
64.5	0.007816	4.5	4.49	637.45
62.9	0.005676	0.5	4.58	620.21
60.5	0.004703	0.6	5.08	620.86
59	0.004412	0.7	6.25	608.5
57.1	0.004141	0.9	6.21	579.31
56.9	0.006899	0.7	9.84	549.62
57.5	0.00736	0.9	9.04	527.24
57.9	0.0012	0.9	13.8	510.26
58.1	0.0069	0.9	14.39	495.68
58.3	0.0063	0.9	13.3	487.52
58.2	0.006	0.9	10.96	483.26
57.5	0.0061	0.7	10.99	483.99
56.1	0.0064	0.7	12.41	523.09
55.2	0.0066	4	14.23	607.32
55	0.0074	8.4	10.64	736.83
51.8	0.0045	7.2	13.09	829.25
49.9	0.0045	16	10.4	852.1
49.1	0.0052	38.5	10.97	867.98
48.8	0.0048	79	11.02	876.69
48.8	0.0055	69.4	9.52	870.21
49.5	0.0057	151.4	9.08	893.9
50.5	0.0064	100.4	8.65	887.14
50.9	0.0067	71.2	11.35	838.47
51.2	0.0064	38.7	11.14	743.89
51	0.0065	6	7.44	682.46
50.4	0.0063	1.1	6.55	674.73
49.4	0.006	1.2	6.69	671.75
48.8	0.0059	1.6	5.51	648.41
48.7	0.0058	1.6	7.96	626.82
48.3	0.0056	1.5	5.39	601.27
47.9	0.0056	1.5	5.46	572.11
48.1	0.0056	1.5	5.54	541.41
48.9	0.0057	1.4	7.01	521.18
49.8	0.0058	1.4	6.92	514.57
49.1	0.0057	1.5	5.04	506.47
47.6	0.0054	1.6	5.07	511.71
46.6	0.0053	2.1	9.15	548.62
45.6	0.0051	62.6	10.19	618.03
46.6	0.0049	215.4	13.13	759.04
50	0.003	463.1	18.03	827.97
52.8	0.003	639.7	18.98	851.78
54.9	0.0027	763.7	20.39	863.25
57.4	0.0022	811.5	21.05	846.44
58.6	0.0036	770.5	26.28	864.1
57	0.0035	536.8	24	885.45
56.8	0.0036	249	25.4	880.91
54.5	0.0028	201.5	25.3	840.87
52.6	0.0001	117.5	17.5	758.25
53.8	0.001	8.9	10.6	677.41
51	0.0019	1	10.97	657.37
50.4	0.0011	1.2	10.02	646.95
49.3	0.0004	1.4	3.23	640.24
47.8	0.0005	1.6	2.81	601.19
47.3	0.0007	1.5	3.59	579.61
45.1	0.003	1.5	8.26	558.54
43.9	0.0031	1.6	10.55	544.05
42.7	0.0031	1.7	10.84	528.98
42	0.0029	1.7	10.27	524.82
42.4	0.0027	1.8	10.01	521.12
42.9	0.0028	1.7	9.73	518.97
42.8	0.003	2.3	7.57	535.59
41.7	0.0032	63.1	9.22	613.82
45.8	0.0028	261.5	9.67	744.22
